City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
469,Karratha,AU,-20.7377,116.8463,76.96,67,57,5.06,broken clouds
470,Bursa,TR,40.1667,29.0833,39.24,52,0,4.05,clear sky
471,Harper,LR,4.375,-7.7169,77.9,85,100,8.63,overcast clouds
472,Krasnoselkup,RU,65.7,82.4667,46.63,75,99,10.63,overcast clouds
473,Nakamura,JP,32.9833,132.9333,58.89,97,100,8.32,light rain
474,Yeppoon,AU,-23.1333,150.7333,64.18,93,100,19.37,overcast clouds
475,Parkes,AU,-33.1333,148.1833,61.36,62,89,3.0,overcast clouds
476,Giyon,ET,8.5333,37.9833,62.37,43,95,0.96,overcast clouds
477,Beloha,MG,-25.1667,45.05,67.37,46,57,4.27,broken clouds
478,Chiliile,RO,45.4255,26.5936,56.8,70,51,7.09,broken clouds
479,Lundazi,ZM,-12.2929,33.1782,61.05,94,73,6.24,broken clouds
480,Strelka,RU,58.0728,93.0344,56.12,61,43,4.72,scattered clouds
481,Ozinki,RU,51.1786,49.6769,38.5,85,70,15.55,broken clouds
482,Beringovskiy,RU,63.05,179.3167,34.77,87,87,6.49,overcast clouds
483,Novikovo,RU,51.1537,37.8879,47.21,69,100,4.7,overcast clouds
484,Marzuq,YE,14.4,46.4667,75.09,25,39,4.5,scattered clouds
485,Padilla,CO,3.2204,-76.3139,72.97,94,98,2.91,light rain
486,Agar,IN,23.7,76.0167,80.85,59,0,20.22,clear sky
487,Moerai,PF,-22.4333,-151.3333,76.82,70,2,4.59,clear sky
488,North Platte,US,41.1239,-100.7654,53.49,45,75,15.99,broken clouds
489,Trelew,AR,-43.249,-65.3051,61.21,38,14,22.95,few clouds
490,Anandnagar,IN,27.1,83.2833,78.35,64,0,11.56,clear sky
491,Samarai,PG,-10.6167,150.6667,82.58,74,38,7.45,scattered clouds
492,Uenohara,JP,35.6167,139.1167,67.46,90,100,2.98,moderate rain
493,Monrovia,LR,6.3005,-10.7969,77.61,88,97,8.66,moderate rain
494,Svetlogorsk,BY,52.6333,29.7333,55.74,98,96,8.39,overcast clouds
495,Meulaboh,ID,4.1363,96.1285,77.09,87,95,4.09,overcast clouds
496,Petatlan,MX,17.5167,-101.2667,85.8,57,17,6.35,few clouds
497,Lamu,KE,-2.2717,40.902,80.82,84,72,11.45,broken clouds
498,Saint-Francois,FR,46.4154,3.9054,64.67,88,20,8.05,few clouds
499,Nyekladhaza,HU,47.9833,20.8333,61.3,85,73,3.98,broken clouds
500,Tazovskiy,RU,67.4667,78.7,35.37,98,100,3.94,light rain
501,Omvriaki,GR,39.1,22.2667,58.24,54,5,3.6,clear sky
502,Pareora,NZ,-44.4871,171.2132,52.27,41,1,4.54,clear sky
503,Tuatapere,NZ,-46.1333,167.6833,47.14,80,90,21.23,overcast clouds
504,Praya,CV,14.9215,-23.5087,70.34,83,20,16.11,few clouds
505,Siverek,TR,37.755,39.3167,50.85,49,0,7.11,clear sky
506,Mount Isa,AU,-20.7333,139.5,73.17,56,0,12.66,clear sky
507,Pisco,PE,-13.7,-76.2167,64.45,82,44,14.97,mist
508,Kemi,FI,65.8596,24.8228,38.97,87,0,2.3,clear sky
509,Aviles,ES,43.5547,-5.9248,64.38,94,100,6.91,overcast clouds
510,Nuuk,GL,64.1835,-51.7216,27.21,100,100,3.58,light snow
511,Mattru,SL,7.6244,-11.8332,75.02,97,100,2.84,overcast clouds
512,Tarauaca,BR,-8.1614,-70.7656,71.82,79,56,1.63,broken clouds
513,Saint-Georges,GD,12.0564,-61.7485,82.08,74,20,11.5,few clouds
514,Tayu,ID,-6.5397,111.0518,77.72,86,100,3.15,overcast clouds
515,Lovington,US,32.944,-103.3485,90.45,9,2,8.01,clear sky
516,Griffith,US,41.5284,-87.4237,84.06,59,40,17.27,scattered clouds
517,Aquidauana,BR,-20.4711,-55.7872,57.65,51,0,2.8,clear sky
518,Waingapu,ID,-9.6567,120.2641,82.45,71,72,13.62,broken clouds
519,Pontian Kecil,MY,1.4801,103.3899,79.12,82,34,1.07,scattered clouds
520,Miri,MY,4.4148,114.0089,80.74,89,20,5.75,few clouds
521,Balakhninskiy,RU,58.0106,114.2769,51.15,68,94,2.35,overcast clouds
522,Vila Franca Do Campo,PT,37.7167,-25.4333,65.19,86,99,4.56,overcast clouds
523,Mogadishu,SO,2.0371,45.3438,79.52,82,37,15.79,scattered clouds
524,China,MX,25.7,-99.2333,81.66,41,82,34.25,broken clouds
525,Nsanje,MW,-16.92,35.262,69.21,89,34,0.49,scattered clouds
526,Allende,MX,25.2833,-100.0167,91.42,31,73,13.49,broken clouds
527,Skjervoy,NO,70.0311,20.9714,39.2,72,22,9.91,few clouds
528,Kendari,ID,-3.945,122.4989,79.21,86,99,3.33,overcast clouds
529,Arvin,US,35.2091,-118.8284,81.41,34,8,9.55,clear sky
530,Boa Vista,BR,2.8197,-60.6733,78.78,78,75,8.05,broken clouds
531,Ha Giang,VN,22.8333,104.9833,71.92,99,100,1.43,light rain
532,Dawson Creek,CA,55.7666,-120.2362,51.44,28,40,2.3,scattered clouds
533,Aykhal,RU,66.0,111.5,37.4,86,100,2.06,overcast clouds
534,Sant Julia De Loria,AD,42.4625,1.4825,61.11,48,86,2.51,overcast clouds
535,Drumheller,CA,51.4617,-112.7101,51.13,34,100,14.97,overcast clouds
536,Ossora,RU,59.2353,163.0719,37.99,92,98,5.17,overcast clouds
537,Shenkursk,RU,62.1091,42.896,29.1,86,54,4.45,broken clouds
538,Haapiti,PF,-17.5667,-149.8667,85.73,69,14,4.97,light rain
539,Trincomalee,LK,8.5711,81.2335,81.14,79,49,20.51,scattered clouds
540,Hamilton,US,39.1834,-84.5333,84.56,61,0,14.97,clear sky
541,Vilhena,BR,-12.7406,-60.1458,64.62,63,0,5.75,clear sky
542,Rundu,NA,-17.9333,19.7667,47.41,23,8,7.56,clear sky
543,Port Augusta,AU,-32.5,137.7667,60.93,48,0,8.39,clear sky
544,Shuangyang,CN,43.5242,125.6736,73.4,43,99,9.89,overcast clouds
545,Koumac,NC,-20.5667,164.2833,81.19,73,52,11.63,broken clouds
546,Freeport,US,40.6576,-73.5832,66.4,86,100,10.36,mist
547,Kenai,US,60.5544,-151.2583,66.25,24,0,11.5,clear sky
548,Muros,ES,42.7762,-9.0603,65.08,73,52,9.35,broken clouds
549,Tiksi,RU,71.6872,128.8694,32.4,87,100,6.31,overcast clouds
550,Atikokan,CA,48.7555,-91.6216,38.34,92,100,8.95,overcast clouds
551,Sao Joao Da Barra,BR,-21.6403,-41.0511,66.29,80,0,9.82,clear sky
552,Kroya,ID,-7.6331,109.2461,77.02,90,100,2.66,overcast clouds
553,Wanaka,NZ,-44.7,169.15,50.11,66,6,3.0,clear sky
554,Santa Rosa,PH,14.3122,121.1114,85.08,76,72,0.29,broken clouds
555,Kayerkan,RU,69.3497,87.7602,41.52,100,66,9.71,broken clouds
556,Vrangel,RU,42.7297,133.0839,56.7,74,94,10.11,overcast clouds
557,Kamenka,RU,51.3223,42.7678,35.67,78,6,5.17,clear sky
558,Mnogovershinnyy,RU,53.9353,139.9242,44.85,62,100,6.42,overcast clouds
559,Hirado,JP,33.3597,129.5531,65.68,71,16,14.58,few clouds
560,Ishigaki,JP,24.3448,124.1572,77.13,83,75,11.5,broken clouds
561,Namatanai,PG,-3.6667,152.4333,84.94,66,23,5.44,few clouds
562,Bure,ET,10.7,37.0667,63.19,58,50,2.1,scattered clouds
563,Khilok,RU,51.3674,110.4676,71.28,29,42,2.37,scattered clouds
564,Dakar,SN,14.6937,-17.4441,72.48,94,20,18.41,few clouds
565,Desaguadero,PE,-16.5656,-69.0417,42.57,42,20,2.95,few clouds
566,Ampanihy,MG,-24.7,44.75,67.64,42,98,5.7,overcast clouds
567,Zyryanovsk,KZ,49.7386,84.2719,60.04,68,5,1.9,clear sky
568,Yizheng,CN,24.6706,103.4296,57.0,93,100,2.42,overcast clouds
569,Callaguip,PH,18.0714,120.4867,77.02,100,100,9.4,thunderstorm with rain
570,Sao Raimundo Nonato,BR,-9.0153,-42.6994,71.71,85,99,4.92,overcast clouds
571,Bydgoszcz,PL,53.1235,18.0076,60.62,75,75,2.3,light intensity shower rain
572,Ahuimanu,US,21.4447,-157.8378,83.91,72,20,10.36,few clouds
573,Stokmarknes,NO,68.5646,14.9108,44.58,93,100,8.05,overcast clouds
574,Hirara,JP,24.8,125.2833,77.27,78,75,17.27,broken clouds
575,Slave Lake,CA,55.2834,-114.769,51.78,46,40,8.05,scattered clouds
576,Teahupoo,PF,-17.8333,-149.2667,80.56,73,0,6.6,light rain
577,Narimanov,RU,46.6927,47.8498,49.91,82,8,12.59,clear sky
578,Burnie,AU,-41.0667,145.9167,57.94,71,69,2.84,broken clouds
579,Honiara,SB,-9.4333,159.95,85.8,66,19,5.77,few clouds
580,Laguna,US,38.421,-121.4238,83.28,13,0,20.71,clear sky
581,Kibala,TD,9.1104,18.3463,76.95,73,20,0.0,thunderstorm
582,Todos Santos,MX,23.45,-110.2167,65.44,74,0,9.31,clear sky
583,Oytal,KZ,42.9057,73.2697,64.18,66,100,4.34,overcast clouds
584,Abu Samrah,SY,35.3029,37.1841,63.19,29,0,6.53,clear sky
585,Kurilsk,RU,45.2333,147.8833,51.51,77,43,1.23,scattered clouds
586,Maine-Soroa,NE,13.2114,12.0241,85.3,16,99,9.31,overcast clouds
587,Kholmogory,RU,64.2229,41.656,28.92,75,100,4.74,overcast clouds
588,Pimenta Bueno,BR,-11.6725,-61.1936,63.3,70,72,1.83,broken clouds
589,Great Bend,US,38.3645,-98.7648,71.73,29,0,16.11,clear sky
590,Bayir,TR,37.2687,28.2167,50.52,59,0,2.64,clear sky
591,Rafraf,TN,37.1904,10.1837,66.51,75,9,9.37,clear sky
592,Duncan,US,34.5023,-97.9578,86.22,48,0,9.22,clear sky
593,Xuddur,SO,4.1213,43.8894,70.7,90,66,13.47,broken clouds
594,Dentsville,US,34.064,-80.9582,89.65,45,0,8.05,clear sky
595,Kholodnyy,RU,62.7167,147.95,39.02,70,100,4.27,overcast clouds
596,Svetlyy,RU,54.675,20.1347,46.45,96,100,2.73,overcast clouds
597,Cape Coast,GH,5.1053,-1.2466,78.71,86,100,8.16,moderate rain
598,Vallenar,CL,-28.5708,-70.7581,63.03,39,28,1.74,scattered clouds
599,Bud,US,39.447,-86.1758,85.95,57,2,15.23,clear sky
600,Sakaiminato,JP,35.55,133.2333,66.18,72,75,4.61,broken clouds
601,Buarcos,PT,40.166,-8.8768,66.54,57,100,4.94,overcast clouds
602,Rong Kwang,TH,18.339,100.3174,81.45,91,99,1.77,overcast clouds
603,Erzurum,TR,40.0,41.5,28.08,78,6,3.13,clear sky
604,Colac,AU,-38.3333,143.5833,54.18,67,0,4.38,clear sky
605,San Matias,BO,-16.3667,-58.4,57.63,53,53,3.11,broken clouds
606,Aneho,TG,6.2333,1.6,82.6,84,100,11.77,moderate rain
607,Saint-Joseph,RE,-21.3667,55.6167,68.38,81,17,11.3,few clouds
608,Ibra,OM,22.6906,58.5334,79.74,49,81,2.21,broken clouds
609,Abu Zabad,SD,12.35,29.25,84.16,50,10,14.45,clear sky
610,Palu,ID,-0.8917,119.8707,81.99,83,83,0.31,broken clouds
611,Prince Albert,CA,53.2001,-105.7677,44.55,45,100,12.66,overcast clouds
612,Pomabamba,PE,-8.8333,-77.4667,50.95,81,74,2.26,light rain
613,Pasighat,IN,28.0667,95.3333,73.24,91,71,0.96,broken clouds
614,Baker City,US,44.7749,-117.8344,58.59,40,20,10.36,few clouds
615,Arrecife,ES,28.963,-13.5477,66.18,77,20,12.66,few clouds
616,Bom Sucesso,BR,-21.0331,-44.7581,48.13,72,0,3.87,clear sky
617,Ketchikan,US,55.3422,-131.6461,66.67,37,20,8.05,few clouds
618,Addis Abeba,ET,9.025,38.7469,58.89,35,100,2.59,overcast clouds
619,Imeni Poliny Osipenko,RU,52.4201,136.4853,46.49,85,100,8.32,overcast clouds
620,Nan,TH,18.8333,100.6667,75.22,94,75,0.0,broken clouds
621,Notre-Dame-De-Gravenchon,FR,49.4894,0.5719,53.67,96,76,6.87,broken clouds
622,Zarnesti,RO,45.3,26.8667,57.61,63,0,5.88,clear sky
623,Qui Nhon,VN,13.7667,109.2333,79.74,83,100,3.44,overcast clouds
624,Mujiayingzi,CN,42.1167,118.7833,81.48,14,47,13.22,scattered clouds
625,Srednebelaya,RU,50.6594,128.0106,59.38,59,98,13.31,overcast clouds
626,Punta Alta,AR,-38.8759,-62.0736,53.2,55,3,11.05,clear sky
627,Rio Grande,BR,-32.035,-52.0986,43.95,76,15,6.85,few clouds
628,Virginia Beach,US,36.8529,-75.978,89.62,68,10,11.36,clear sky
629,Qandala,SO,11.472,49.8728,85.86,46,39,2.08,scattered clouds
630,Vicuna,CL,-30.0319,-70.7081,51.53,38,100,0.98,overcast clouds
631,Semey,KZ,50.4111,80.2275,53.82,66,0,4.47,clear sky
632,Chapais,CA,49.7834,-74.8492,56.98,73,100,18.16,overcast clouds
633,Careiro Da Varzea,BR,-3.2003,-59.8119,77.61,85,38,0.96,scattered clouds
634,Bela,IN,25.9333,81.9833,84.42,67,64,14.16,broken clouds
635,Lubliniec,PL,50.669,18.6844,70.29,96,100,7.9,overcast clouds
636,Dharmavaram,IN,14.4333,77.7167,75.09,70,100,17.83,overcast clouds
637,Komsomolskiy,UZ,40.4272,71.7189,63.32,67,61,2.3,broken clouds
638,Goderich,CA,43.7501,-81.7165,79.12,61,92,19.57,overcast clouds
639,Santa Cruz,BO,-17.8,-63.1667,62.06,67,17,4.61,few clouds
640,Touros,BR,-5.1989,-35.4608,78.04,86,89,6.02,overcast clouds
641,Tomatlan,MX,19.9333,-105.25,80.2,53,0,8.79,clear sky
642,Berlevag,NO,70.8578,29.0864,37.35,70,100,16.11,overcast clouds
643,Akyab,MM,20.15,92.9,83.16,80,100,4.52,overcast clouds
644,Russell,US,32.3502,-85.1999,80.2,65,53,4.61,broken clouds
645,Auki,SB,-8.7676,160.7034,81.97,78,97,4.97,overcast clouds
646,Bukama,CD,-9.2,25.85,69.55,68,30,2.33,scattered clouds
647,Matara,LK,5.9485,80.5353,77.59,91,83,8.57,broken clouds
648,Lancaster,US,40.2504,-76.2499,75.56,90,0,4.61,clear sky
649,Ciudad Bolivar,VE,8.1222,-63.5497,86.54,46,18,13.67,few clouds
650,Pathein,MM,16.7833,94.7333,81.72,82,99,12.44,heavy intensity rain
651,Rjukan,NO,59.8789,8.5941,50.45,94,100,3.44,light rain
652,Shenjiamen,CN,29.9576,122.298,64.31,92,100,7.87,overcast clouds
653,Buraydah,SA,26.326,43.975,84.65,17,0,10.78,clear sky
654,Aklavik,CA,68.2191,-135.0107,46.04,74,89,10.51,overcast clouds
655,Wajima,JP,37.4,136.9,68.68,59,0,4.61,clear sky
656,Dayong,CN,25.0209,118.2898,76.24,80,98,3.29,overcast clouds
657,Tilichiki,RU,60.4667,166.1,38.7,86,100,4.34,overcast clouds
658,Dali,CN,25.7,100.1833,66.25,70,66,1.43,broken clouds
659,Omboue,GA,-1.5746,9.2618,75.63,90,100,5.01,overcast clouds
660,Liverpool,GB,53.4106,-2.9779,55.81,79,40,13.8,scattered clouds
661,Danilovka,RU,50.3557,44.1168,37.17,78,0,6.73,clear sky
662,Tagusao,PH,9.1924,117.8141,84.54,70,100,1.81,overcast clouds
663,Bontang,ID,0.1333,117.5,78.4,90,100,6.24,overcast clouds
664,Elayirampannai,IN,9.2667,77.8333,79.9,70,34,13.29,scattered clouds
665,Mashhad,IR,36.297,59.6062,64.54,59,0,6.91,clear sky
666,Anloga,GH,5.7947,0.8973,81.37,80,100,11.12,light rain
667,Almaznyy,RU,48.0448,40.045,49.98,93,100,2.46,overcast clouds
668,Camacha,PT,33.0833,-16.3333,62.02,77,20,9.22,few clouds
669,Hervey Bay,AU,-25.2986,152.8535,66.02,96,100,5.01,light rain
670,Harihar,IN,14.5167,75.8,69.69,93,100,8.68,overcast clouds
671,Havoysund,NO,70.9963,24.6622,41.23,91,100,9.35,overcast clouds
672,Paita,PE,-5.0892,-81.1144,66.97,81,22,12.44,few clouds
673,Qaqortoq,GL,60.7167,-46.0333,37.94,81,9,2.75,clear sky
674,Dongying,CN,37.4564,118.4856,83.05,27,0,11.5,clear sky
675,Chiang Klang,TH,19.2938,100.8617,77.27,96,98,1.23,overcast clouds
676,Kirakira,SB,-10.4544,161.9205,84.4,71,55,5.75,broken clouds
677,Bilma,NE,18.6853,12.9164,88.0,14,95,17.81,overcast clouds
678,Moosomin,CA,50.1333,-101.6677,36.32,85,100,12.28,overcast clouds
679,Duldurga,RU,50.6761,113.5931,65.8,23,32,1.45,scattered clouds
680,Itarema,BR,-2.9248,-39.9167,76.87,86,67,4.9,broken clouds
681,Edson,CA,53.5835,-116.4356,48.34,34,100,9.22,overcast clouds
682,Kirovskiy,RU,45.0917,133.5136,71.55,45,100,7.58,overcast clouds
683,Tocopilla,CL,-22.092,-70.1979,65.43,69,91,3.51,overcast clouds
684,Cordoba,AR,-31.4135,-64.1811,62.19,56,0,6.91,clear sky
685,Sibiti,CG,-3.6819,13.3499,68.27,99,100,1.88,overcast clouds
686,Borogontsy,RU,62.6683,131.1683,49.48,64,99,4.21,overcast clouds
687,Roald,NO,62.5833,6.1333,54.16,100,100,5.75,fog
688,Velikiy Novgorod,RU,58.5167,31.2833,37.92,70,74,6.29,broken clouds
689,Ishikari,JP,43.2397,141.3539,69.26,64,75,16.11,broken clouds
690,Kasongo-Lunda,CD,-6.4667,16.8167,70.47,84,100,1.32,overcast clouds
691,Kamaishi,JP,39.2667,141.8833,67.55,55,100,5.48,overcast clouds
692,Biak,ID,-0.9131,122.8766,79.0,83,97,8.12,overcast clouds
693,Senanga,ZM,-16.1167,23.2667,61.43,52,33,4.41,scattered clouds
694,Iroquois Falls,CA,48.7669,-80.6831,53.87,90,100,11.9,moderate rain
695,Pafos,CY,34.7667,32.4167,65.23,72,0,2.3,clear sky
696,Plettenberg Bay,ZA,-34.0527,23.3716,55.67,81,80,6.98,broken clouds
697,Vytegra,RU,61.0064,36.4481,32.76,76,100,1.66,overcast clouds
698,Chissamba,AO,-12.1667,17.3333,58.14,66,2,3.87,clear sky
699,Chumikan,RU,54.7183,135.315,33.31,99,100,9.26,light snow
700,Neyvo-Shaytanskiy,RU,57.7286,61.2496,39.25,71,100,4.97,overcast clouds
701,Potiskum,NG,11.7091,11.0694,86.45,21,97,5.48,overcast clouds
702,Strezhevoy,RU,60.7333,77.5889,43.74,74,99,15.61,overcast clouds
