City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
386,Lakes Entrance,AU,2022-05-16 May:52:16,-37.8811,147.981,286.02,57,7,6.87
387,Abnub,EG,2022-05-16 May:52:16,27.2696,31.1511,294.27,31,100,5.52
388,Smithers,CA,2022-05-16 May:52:16,54.7804,-127.1743,284.33,28,75,4.63
389,Droitwich,GB,2022-05-16 May:52:17,52.2667,-2.15,287.12,92,99,2.84
390,Lamu,KE,2022-05-16 May:52:17,-2.2717,40.902,298.27,82,10,6.26
391,Akhmeta,GE,2022-05-16 May:52:17,42.0311,45.2075,284.44,77,48,2.51
392,Atbasar,KZ,2022-05-16 May:52:18,51.8,68.3333,286.41,66,60,3.85
393,Suicheng,CN,2022-05-16 May:52:18,33.8963,117.9331,295.36,39,0,6.07
394,Olafsvik,IS,2022-05-16 May:52:19,64.8945,-23.7142,283.05,75,52,3.71
395,Kavieng,PG,2022-05-16 May:52:19,-2.5744,150.7967,302.01,68,27,3.31
396,Talpa,MX,2022-05-16 May:52:19,28.8257,-111.6257,309.35,19,54,3.13
397,Cardston,CA,2022-05-16 May:52:20,49.2,-113.3019,293.31,22,100,5.66
398,Calama,CL,2022-05-16 May:52:20,-22.4667,-68.9333,288.42,12,0,3.09
399,Porto Novo,BJ,2022-05-16 May:52:21,6.4965,2.6036,302.05,90,86,2.7
400,Mabaruma,GY,2022-05-16 May:52:21,8.2,-59.7833,297.24,95,92,1.27
401,Kondopoga,RU,2022-05-16 May:52:21,62.2057,34.2614,277.98,80,100,3.75
402,Gamba,GA,2022-05-16 May:52:22,-2.65,10.0,298.57,92,83,0.95
403,Nuuk,GL,2022-05-16 May:49:36,64.1835,-51.7216,274.49,80,0,5.14
404,Cam Ranh,VN,2022-05-16 May:52:22,11.9214,109.1591,300.13,83,20,1.03
405,Balkanabat,TM,2022-05-16 May:52:22,39.5108,54.3671,297.02,40,86,1.0
406,Saint-Georges,GD,2022-05-16 May:50:29,12.0564,-61.7485,300.97,78,20,7.2
407,Kirovskiy,RU,2022-05-16 May:52:23,45.0917,133.5136,288.28,49,0,2.66
408,Aswan,EG,2022-05-16 May:52:23,24.0934,32.907,301.76,12,0,5.14
409,Kirakira,SB,2022-05-16 May:52:24,-10.4544,161.9205,302.96,66,83,1.42
410,Caravelas,BR,2022-05-16 May:52:24,-17.7125,-39.2481,297.62,87,26,3.29
411,Nikologory,RU,2022-05-16 May:52:24,56.1413,41.9922,279.03,95,99,4.43
412,Wuzhou,CN,2022-05-16 May:52:25,23.4833,111.3167,291.7,80,6,0.92
413,Norman Wells,CA,2022-05-16 May:52:25,65.282,-126.8329,288.17,38,20,2.06
414,Mandera,KE,2022-05-16 May:53:26,3.9366,41.867,298.28,73,36,5.97
415,Mendoza,AR,2022-05-16 May:53:26,-32.8908,-68.8272,281.6,49,0,1.15
416,Nishihara,JP,2022-05-16 May:53:26,26.1842,127.7558,292.75,97,100,5.14
417,Petropavlovsk-Kamchatskiy,RU,2022-05-16 May:53:27,53.0452,158.6483,280.48,66,75,1.0
418,Doha,QA,2022-05-16 May:53:27,25.2867,51.5333,303.14,21,0,1.03
419,Moron,AR,2022-05-16 May:53:28,-34.6534,-58.6198,285.01,59,47,6.74
420,Milkovo,RU,2022-05-16 May:53:28,54.7167,158.6167,279.19,69,95,0.83
421,Nabire,ID,2022-05-16 May:53:28,-3.3667,135.4833,300.89,73,19,0.75
422,Kuytun,RU,2022-05-16 May:53:29,54.3419,101.5036,288.62,62,58,3.77
423,Zheleznodorozhnyy,RU,2022-05-16 May:53:29,55.7503,38.0042,281.38,93,100,5.5
424,Atar,MR,2022-05-16 May:53:29,20.5169,-13.0499,306.85,13,100,4.14
425,Kiunga,PG,2022-05-16 May:53:30,-6.1219,141.2906,296.99,99,98,0.34
426,Shuiji,CN,2022-05-16 May:53:30,27.4214,118.345,290.29,78,31,0.87
427,Huarmey,PE,2022-05-16 May:53:31,-10.0681,-78.1522,291.73,83,65,2.87
428,Bloemfontein,ZA,2022-05-16 May:48:32,-29.1211,26.214,276.86,93,0,1.03
429,Cheyenne,US,2022-05-16 May:50:59,41.14,-104.8203,297.33,18,0,2.57
430,Ifakara,TZ,2022-05-16 May:53:31,-8.1333,36.6833,295.28,72,92,1.49
431,Alice Town,BS,2022-05-16 May:53:31,25.7167,-79.3,299.57,69,20,1.89
432,Malakal,SS,2022-05-16 May:53:32,9.5334,31.6605,300.5,59,60,1.58
433,Axim,GH,2022-05-16 May:53:32,4.8699,-2.2405,299.88,85,97,2.4
434,Mattru,SL,2022-05-16 May:53:33,7.6244,-11.8332,297.8,96,83,1.2
435,Golden,US,2022-05-16 May:53:33,39.7555,-105.2211,299.39,26,100,1.79
436,Theog,IN,2022-05-16 May:53:33,31.1167,77.35,287.87,38,42,2.4
437,Barcelos,PT,2022-05-16 May:49:07,41.5388,-8.6151,291.23,92,47,3.08
438,College,US,2022-05-16 May:53:34,64.8569,-147.8028,283.71,60,75,0.51
439,Malinovoye Ozero,RU,2022-05-16 May:53:34,51.6753,79.7825,290.36,47,18,2.76
440,Chute-Aux-Outardes,CA,2022-05-16 May:53:34,49.1168,-68.399,280.14,93,100,7.2
441,Adrar,MR,2022-05-16 May:53:35,20.5022,-10.0711,304.15,12,98,6.13
442,Kieta,PG,2022-05-16 May:53:35,-6.2167,155.6333,302.58,67,78,1.16
443,Constitucion,CL,2022-05-16 May:53:36,-35.3333,-72.4167,285.06,77,1,1.02
444,Coquimbo,CL,2022-05-16 May:48:52,-29.9533,-71.3436,286.0,82,20,2.57
445,Pyinmana,MM,2022-05-16 May:53:36,19.7333,96.2167,298.95,87,97,2.24
446,Mahon,ES,2022-05-16 May:53:36,39.8885,4.2658,292.46,94,100,2.06
447,Kahului,US,2022-05-16 May:53:37,20.8947,-156.47,304.16,40,40,7.72
448,Marau,BR,2022-05-16 May:52:47,-28.4492,-52.2,280.75,83,53,4.18
449,Hwange,ZW,2022-05-16 May:53:37,-18.3693,26.5019,287.97,60,0,1.72
450,Bengkulu,ID,2022-05-16 May:53:38,-3.8004,102.2655,297.8,89,100,1.83
451,Bemidji,US,2022-05-16 May:52:08,47.4736,-94.8803,288.02,51,75,4.63
452,Tongchuan,CN,2022-05-16 May:53:38,35.0806,109.0897,291.43,28,2,0.73
453,Duluth,US,2022-05-16 May:48:55,46.7833,-92.1066,290.47,41,20,6.17
454,Haapiti,PF,2022-05-16 May:53:38,-17.5667,-149.8667,303.0,69,47,7.32
455,Uige,AO,2022-05-16 May:53:39,-7.6087,15.0613,293.82,73,90,1.36
456,Puerto El Triunfo,SV,2022-05-16 May:53:39,13.2833,-88.55,302.11,71,88,2.73
457,Vieques,PR,2022-05-16 May:53:40,18.425,-65.8329,301.17,85,51,4.74
458,Nalut,LY,2022-05-16 May:53:40,30.3333,10.85,297.97,23,45,5.12
459,Guanica,PR,2022-05-16 May:53:41,17.9716,-66.908,301.21,79,57,4.65
460,Ostrovnoy,RU,2022-05-16 May:53:41,68.0531,39.5131,275.37,90,100,8.25
461,Vanavara,RU,2022-05-16 May:53:42,60.34,102.2797,288.22,56,99,3.61
462,Mareeba,AU,2022-05-16 May:54:42,-17.0,145.4333,298.42,72,0,0.8
463,Vao,NC,2022-05-16 May:54:43,-22.6667,167.4833,296.92,76,11,6.66
464,Urumqi,CN,2022-05-16 May:46:03,43.801,87.6005,288.68,51,0,1.0
465,Yambio,SS,2022-05-16 May:54:43,4.5721,28.3955,292.69,97,47,1.38
466,Yerofey Pavlovich,RU,2022-05-16 May:54:43,53.9667,121.9667,281.54,37,56,2.13
467,Vanimo,PG,2022-05-16 May:54:44,-2.6741,141.3028,301.8,74,25,2.44
468,Kirkuk,IQ,2022-05-16 May:54:44,35.4681,44.3922,293.94,44,79,0.3
469,Strelka,RU,2022-05-16 May:54:44,58.0728,93.0344,288.34,62,61,0.73
470,Porangatu,BR,2022-05-16 May:54:45,-13.4408,-49.1486,300.02,53,64,2.21
471,Alekseyevka,RU,2022-05-16 May:54:45,50.6309,38.6903,279.0,86,50,5.02
472,Tura,IN,2022-05-16 May:54:46,25.5198,90.2201,295.82,99,87,1.55
473,Puerto Del Rosario,ES,2022-05-16 May:54:46,28.5004,-13.8627,293.01,77,0,4.12
474,Verkhnyaya Inta,RU,2022-05-16 May:54:46,65.9811,60.3094,274.66,99,100,4.0
475,Lahijan,IR,2022-05-16 May:54:47,37.2061,50.0029,289.03,76,32,1.08
476,Coxim,BR,2022-05-16 May:51:52,-18.5067,-54.76,292.79,55,96,2.37
477,Griffith,US,2022-05-16 May:54:47,41.5284,-87.4237,297.12,32,40,7.72
478,Esik,KZ,2022-05-16 May:54:48,43.3552,77.4525,282.83,44,60,4.0
479,Mwene-Ditu,CD,2022-05-16 May:54:48,-7.0,23.45,295.43,64,79,1.43
480,Bose,IT,2022-05-16 May:54:48,45.4612,8.0137,290.92,79,9,2.66
481,Novoseleznevo,RU,2022-05-16 May:54:49,55.6821,69.2056,284.45,75,6,6.21
482,Aklavik,CA,2022-05-16 May:54:49,68.2191,-135.0107,273.47,84,59,5.91
483,Srednekolymsk,RU,2022-05-16 May:54:50,67.45,153.6833,279.48,78,66,1.62
484,Silver City,US,2022-05-16 May:54:50,32.7701,-108.2803,305.13,5,0,6.17
485,Tarakan,ID,2022-05-16 May:54:50,3.3,117.6333,298.87,89,40,2.06
486,Mircea Voda,RO,2022-05-16 May:54:51,44.2833,28.1667,288.5,80,50,2.29
487,Kapuskasing,CA,2022-05-16 May:54:51,49.4169,-82.4331,285.15,66,100,8.23
488,Guerande,FR,2022-05-16 May:54:51,47.3291,-2.4283,286.68,84,32,3.13
489,Richards Bay,ZA,2022-05-16 May:54:52,-28.783,32.0377,292.38,87,17,2.56
490,San Andres,CO,2022-05-16 May:54:52,12.5847,-81.7006,300.16,94,75,4.12
491,Parlakimidi,IN,2022-05-16 May:54:53,18.7667,84.0833,300.45,88,58,0.89
492,Culebra,PR,2022-05-16 May:54:53,18.303,-65.301,301.17,95,58,4.47
493,Amalfi,CO,2022-05-16 May:54:53,6.9102,-75.0776,290.5,99,100,0.36
494,Quatre Cocos,MU,2022-05-16 May:54:54,-20.2078,57.7625,297.21,70,97,6.24
495,Pokhara,NP,2022-05-16 May:44:56,28.2333,83.9833,294.72,50,0,2.68
496,El Alto,PE,2022-05-16 May:54:54,-4.2714,-81.2147,293.96,80,65,6.7
497,Yarim,YE,2022-05-16 May:54:55,14.298,44.3779,286.08,13,1,1.38
498,Kuju,IN,2022-05-16 May:54:55,23.7167,85.5,303.56,42,83,1.51
499,Urengoy,RU,2022-05-16 May:54:55,65.9667,78.3667,282.85,81,39,2.85
500,Laguna,US,2022-05-16 May:54:56,38.421,-121.4238,303.01,40,0,4.12
501,Tete,MZ,2022-05-16 May:54:56,-16.1564,33.5867,294.2,83,40,3.6
502,Pontes E Lacerda,BR,2022-05-16 May:51:06,-15.2261,-59.3353,292.72,51,51,3.47
503,Cao Bang,VN,2022-05-16 May:54:24,22.6667,106.25,293.34,79,89,0.44
504,Kaitangata,NZ,2022-05-16 May:54:57,-46.2817,169.8464,286.98,69,100,0.99
505,Bilma,NE,2022-05-16 May:54:57,18.6853,12.9164,301.29,12,0,4.14
506,Belaya Gora,RU,2022-05-16 May:54:57,68.5333,146.4167,271.92,93,100,0.97
507,Singkang,MY,2022-05-16 May:54:58,2.1006,102.7994,297.12,92,88,0.94
508,Udala,ES,2022-05-16 May:55:58,43.0778,-2.5125,290.08,92,9,2.24
509,Praia Da Vitoria,PT,2022-05-16 May:55:58,38.7333,-27.0667,287.46,71,20,8.57
510,Jhol,PK,2022-05-16 May:55:59,25.9551,68.8882,301.58,58,0,6.9
511,Jacala,MX,2022-05-16 May:55:59,21.0167,-99.1833,298.54,29,8,3.86
512,Laureles,US,2022-05-16 May:56:00,26.1092,-97.4941,304.32,66,0,5.36
513,Gympie,AU,2022-05-16 May:56:00,-26.1898,152.665,296.58,74,3,1.53
514,Saint Anthony,US,2022-05-16 May:55:50,45.0205,-93.218,293.18,36,59,2.68
515,Ambilobe,MG,2022-05-16 May:56:00,-13.2,49.05,293.61,92,32,1.39
516,Itaituba,BR,2022-05-16 May:56:01,-4.2761,-55.9836,297.34,98,100,0.34
517,Matara,LK,2022-05-16 May:56:01,5.9485,80.5353,299.16,89,75,5.81
518,Puerto Penasco,MX,2022-05-16 May:56:01,31.3167,-113.5333,297.54,84,0,3.13
519,Paracuru,BR,2022-05-16 May:54:49,-3.41,-39.0306,300.99,89,51,3.93
520,Bontang,ID,2022-05-16 May:56:02,0.1333,117.5,297.96,94,100,4.01
521,West Wendover,US,2022-05-16 May:56:02,40.7391,-114.0733,295.71,31,100,4.12
522,Cockburn Town,TC,2022-05-16 May:56:03,21.4612,-71.1419,300.13,74,40,9.26
523,Sandwick,GB,2022-05-16 May:56:03,60.0,-1.25,282.05,100,40,5.14
524,Puerto Narino,CO,2022-05-16 May:56:03,-3.7703,-70.3831,295.93,97,100,0.88
525,Fildu De Jos,RO,2022-05-16 May:56:04,46.9333,23.0667,284.59,83,37,2.18
526,Sao Joao Da Barra,BR,2022-05-16 May:54:28,-21.6403,-41.0511,293.8,94,73,2.56
527,Morehead,US,2022-05-16 May:56:04,37.2711,-87.1764,298.01,33,0,1.54
528,Lagoa,PT,2022-05-16 May:56:05,39.05,-27.9833,287.16,60,21,12.28
529,Marsa Matruh,EG,2022-05-16 May:56:05,31.3525,27.2453,291.26,88,0,3.09
530,Sijunjung,ID,2022-05-16 May:56:05,-0.6876,100.9537,295.97,87,100,0.83
531,Truth Or Consequences,US,2022-05-16 May:56:06,33.1284,-107.2528,308.1,2,1,9.93
532,Piranhas,BR,2022-05-16 May:56:06,-16.4269,-51.8222,293.86,84,69,3.7
533,Matamoros,MX,2022-05-16 May:56:06,25.5333,-103.25,308.68,6,23,6.37
534,Abrau-Dyurso,RU,2022-05-16 May:56:07,44.69,37.59,284.85,84,51,2.87
535,Deputatskiy,RU,2022-05-16 May:56:07,69.3,139.9,268.67,87,97,0.5
536,Te Anau,NZ,2022-05-16 May:56:08,-45.4167,167.7167,286.09,77,98,2.26
537,Nanlong,CN,2022-05-16 May:56:08,31.3533,106.0631,291.6,71,100,0.92
538,Arima,TT,2022-05-16 May:55:32,10.6333,-61.2833,300.23,85,75,4.63
539,Hobbs,US,2022-05-16 May:56:08,32.7026,-103.136,307.41,10,0,3.09
540,Altay,CN,2022-05-16 May:56:09,47.8667,88.1167,285.7,59,5,1.78
541,Maniitsoq,GL,2022-05-16 May:56:09,65.4167,-52.9,273.44,76,2,4.17
542,Pangai,TO,2022-05-16 May:56:10,-19.8,-174.35,299.21,53,20,5.14
543,Port Blair,IN,2022-05-16 May:56:10,11.6667,92.75,299.17,94,75,1.54
544,Tezu,IN,2022-05-16 May:56:10,27.9167,96.1667,294.96,97,99,1.43
545,Santa Cruz De La Palma,ES,2022-05-16 May:56:11,28.6835,-17.7642,293.23,73,75,2.06
546,Sinnamary,GF,2022-05-16 May:56:11,5.3833,-52.95,299.03,91,95,5.23
547,Olga,RU,2022-05-16 May:56:11,43.7444,135.2892,288.85,58,58,0.75
548,Moranbah,AU,2022-05-16 May:56:12,-22.0016,148.0466,295.84,73,97,7.44
549,Whitehorse,CA,2022-05-16 May:56:12,60.7161,-135.0538,282.58,66,100,1.54
550,Nouadhibou,MR,2022-05-16 May:56:12,20.931,-17.0347,299.14,38,100,9.77
551,Yarmouth,US,2022-05-16 May:56:13,41.7057,-70.2286,290.51,95,100,3.6
552,Saint-Francois,FR,2022-05-16 May:56:13,46.4154,3.9054,289.08,88,0,1.03
553,Marovoay,MG,2022-05-16 May:56:14,-16.1,46.6333,293.12,74,0,1.77
554,Camacupa,AO,2022-05-16 May:56:14,-12.0167,17.4833,287.24,59,15,1.36
555,Luganville,VU,2022-05-16 May:56:14,-15.5333,167.1667,300.16,80,75,4.93
556,Collie,AU,2022-05-16 May:57:15,-33.3667,116.15,284.76,66,0,2.69
557,Russell,US,2022-05-16 May:53:53,32.3502,-85.1999,303.68,45,0,4.12
558,Northam,GB,2022-05-16 May:57:15,51.0333,-4.2167,286.27,89,82,5.61
559,Hokitika,NZ,2022-05-16 May:57:16,-42.7167,170.9667,288.56,76,91,0.78
560,Baruun-Urt,MN,2022-05-16 May:57:16,46.6806,113.2792,287.96,30,76,7.32
561,Andros Town,BS,2022-05-16 May:57:16,24.7,-77.7667,298.13,70,88,2.09
562,Zenzeli,RU,2022-05-16 May:57:17,45.9241,47.0474,286.77,70,11,4.09
563,Kungurtug,RU,2022-05-16 May:57:17,50.5994,97.5228,284.67,69,99,0.45
564,Erzin,TR,2022-05-16 May:57:17,36.9559,36.2,289.47,86,5,0.58
565,Surt,LY,2022-05-16 May:57:18,31.2089,16.5887,296.9,35,56,3.93
566,Maraa,BR,2022-05-16 May:57:18,-1.8333,-65.3667,296.6,99,97,0.8
567,Kaniama,CD,2022-05-16 May:57:19,-7.5667,24.1833,295.72,60,90,2.1
568,Novikovo,RU,2022-05-16 May:57:19,51.1537,37.8879,278.79,82,36,4.86
569,Baykit,RU,2022-05-16 May:57:19,61.67,96.37,285.31,75,16,1.43
570,Lambarene,GA,2022-05-16 May:57:20,-0.7001,10.2406,297.12,98,100,0.78
571,Savannah Bight,HN,2022-05-16 May:57:20,16.45,-85.85,300.89,72,61,4.06
572,Ekhabi,RU,2022-05-16 May:57:20,53.5102,142.9671,276.71,95,94,2.81
573,Ossora,RU,2022-05-16 May:57:21,59.2353,163.0719,274.14,100,100,0.58
574,Remontnoye,RU,2022-05-16 May:57:21,46.5614,43.6501,284.94,80,61,3.59
575,Padang,ID,2022-05-16 May:57:22,-0.9492,100.3543,296.18,76,100,1.57
576,Tahoua,NE,2022-05-16 May:57:22,14.8888,5.2692,303.5,12,2,3.94
577,Asosa,ET,2022-05-16 May:57:22,10.0667,34.5333,290.53,79,41,1.62
578,Margate,GB,2022-05-16 May:57:23,51.3813,1.3862,287.76,82,100,0.45
579,Yeniseysk,RU,2022-05-16 May:57:23,58.4497,92.1703,288.01,63,87,0.44
